year_1,year_2,ccode_mean,ccode_min,ccode_max,country_min,country_max,group_min,group_max,numcode_mean,numcode_min,numcode_max,region_mean,region_min,region_max,year_mean,year_min,year_max,ecdis_mean,ecdis_min,ecdis_max,poldis_mean,poldis_min,poldis_max,agg_cnt
2003,2003,452.00000000, 452, 452,"GHANA","GHANA","ASHANTI","MOSSI-DAGOMBA",45202.00000000,45201,45203,6.00000000,   6,   6,2003.00000000,2003,2003,0.66666667,   0,   2,0.66666667,   0,   2,   3
1960,1960,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1961,1961,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1962,1962,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1963,1963,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1964,1964,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1965,1965,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1966,1966,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1967,1967,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1968,1968,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1969,1969,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1970,1970,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1971,1971,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1972,1972,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1973,1973,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1974,1974,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1975,1975,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1976,1976,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1977,1977,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1978,1978,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1979,1979,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   2
1980,1980,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1980.00000000,1980,1980,0.00000000,   0,   0,1.50000000,   0,   3,   2
1981,1981,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1981.00000000,1981,1981,0.00000000,   0,   0,1.50000000,   0,   3,   2
1982,1982,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1982.00000000,1982,1982,0.00000000,   0,   0,1.50000000,   0,   3,   2
1983,1983,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1983.00000000,1983,1983,0.00000000,   0,   0,1.50000000,   0,   3,   2
1984,1984,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1984.00000000,1984,1984,0.00000000,   0,   0,1.50000000,   0,   3,   2
1985,1985,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1985.00000000,1985,1985,0.00000000,   0,   0,1.50000000,   0,   3,   2
1986,1986,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1986.00000000,1986,1986,0.00000000,   0,   0,1.50000000,   0,   3,   2
1987,1987,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1987.00000000,1987,1987,0.00000000,   0,   0,1.50000000,   0,   3,   2
1988,1988,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1988.00000000,1988,1988,0.00000000,   0,   0,1.50000000,   0,   3,   2
1989,1989,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1989.00000000,1989,1989,0.00000000,   0,   0,1.50000000,   0,   3,   2
1990,1990,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1990.00000000,1990,1990,0.00000000,   0,   0,1.50000000,   0,   3,   2
1991,1991,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1991.00000000,1991,1991,0.00000000,   0,   0,1.00000000,   0,   2,   2
1992,1992,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1992.00000000,1992,1992,0.00000000,   0,   0,1.00000000,   0,   2,   2
1993,1993,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1993.00000000,1993,1993,0.00000000,   0,   0,1.00000000,   0,   2,   2
1994,1994,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1994.00000000,1994,1994,0.00000000,   0,   0,1.00000000,   0,   2,   2
1995,1995,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1995.00000000,1995,1995,0.00000000,   0,   0,1.00000000,   0,   2,   2
1996,1996,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1996.00000000,1996,1996,0.00000000,   0,   0,1.00000000,   0,   2,   2
1997,1997,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1997.00000000,1997,1997,0.00000000,   0,   0,1.00000000,   0,   2,   2
1998,1998,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1998.00000000,1998,1998,0.00000000,   0,   0,1.00000000,   0,   2,   2
1999,1999,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,1999.00000000,1999,1999,0.00000000,   0,   0,1.00000000,   0,   2,   2
2000,2000,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,2000.00000000,2000,2000,0.00000000,   0,   0,1.00000000,   0,   2,   2
2001,2001,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,2001.00000000,2001,2001,0.00000000,   0,   0,1.00000000,   0,   2,   2
2002,2002,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,2002.00000000,2002,2002,0.00000000,   0,   0,1.00000000,   0,   2,   2
2003,2003,461.00000000, 461, 461,"TOGO","TOGO","EWE","KABRE",46101.50000000,46101,46102,6.00000000,   6,   6,2003.00000000,2003,2003,0.00000000,   0,   0,1.00000000,   0,   2,   2
1960,1960,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1961,1961,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1962,1962,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1963,1963,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1964,1964,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1965,1965,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1966,1966,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1967,1967,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1968,1968,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1969,1969,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1970,1970,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1971,1971,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1972,1972,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1973,1973,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1974,1974,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1975,1975,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1976,1976,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1977,1977,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1978,1978,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1979,1979,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1980,1980,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1980.00000000,1980,1980,1.33333333,   0,   2,2.00000000,   0,   4,   3
1981,1981,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1981.00000000,1981,1981,1.33333333,   0,   2,2.00000000,   0,   4,   3
1982,1982,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1982.00000000,1982,1982,1.33333333,   0,   2,2.00000000,   0,   4,   3
1983,1983,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1983.00000000,1983,1983,1.33333333,   0,   2,2.00000000,   0,   4,   3
1984,1984,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1984.00000000,1984,1984,1.33333333,   0,   2,2.00000000,   0,   4,   3
1985,1985,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1985.00000000,1985,1985,1.33333333,   0,   2,2.00000000,   0,   4,   3
1986,1986,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1986.00000000,1986,1986,1.33333333,   0,   2,2.00000000,   0,   4,   3
1987,1987,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1987.00000000,1987,1987,1.33333333,   0,   2,2.00000000,   0,   4,   3
1988,1988,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1988.00000000,1988,1988,1.33333333,   0,   2,2.00000000,   0,   4,   3
1989,1989,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1989.00000000,1989,1989,1.33333333,   0,   2,2.00000000,   0,   4,   3
1990,1990,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1990.00000000,1990,1990,1.33333333,   0,   2,3.00000000,   2,   4,   3
1991,1991,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1991.00000000,1991,1991,1.00000000,   0,   2,2.66666667,   1,   4,   3
1992,1992,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1992.00000000,1992,1992,1.00000000,   0,   2,2.66666667,   1,   4,   3
1993,1993,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1993.00000000,1993,1993,1.00000000,   0,   2,2.66666667,   1,   4,   3
1994,1994,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1994.00000000,1994,1994,1.00000000,   0,   2,2.66666667,   1,   4,   3
1995,1995,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1995.00000000,1995,1995,1.00000000,   0,   2,2.66666667,   1,   4,   3
1996,1996,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1996.00000000,1996,1996,1.00000000,   0,   2,2.66666667,   1,   4,   3
1997,1997,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1997.00000000,1997,1997,1.00000000,   0,   2,2.66666667,   1,   4,   3
1998,1998,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1998.00000000,1998,1998,1.00000000,   0,   2,2.66666667,   1,   4,   3
1999,1999,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,1999.00000000,1999,1999,1.00000000,   0,   2,2.66666667,   1,   4,   3
2000,2000,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,2000.00000000,2000,2000,1.00000000,   0,   2,2.66666667,   1,   4,   3
2001,2001,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,2001.00000000,2001,2001,1.00000000,   0,   2,2.66666667,   1,   4,   3
2002,2002,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,2002.00000000,2002,2002,1.00000000,   0,   2,2.66666667,   1,   4,   3
2003,2003,471.00000000, 471, 471,"CAMEROON","CAMEROON","BAMILEKE","WESTERNERS",47102.00000000,47101,47103,6.00000000,   6,   6,2003.00000000,2003,2003,1.00000000,   0,   2,2.66666667,   1,   4,   3
1960,1960,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1961,1961,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1962,1962,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1963,1963,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1964,1964,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1965,1965,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1966,1966,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1967,1967,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1968,1968,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1969,1969,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1970,1970,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1971,1971,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1972,1972,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1973,1973,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1974,1974,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1975,1975,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1976,1976,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1977,1977,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1978,1978,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1979,1979,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   5
1980,1980,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1980.00000000,1980,1980,2.00000000,   0,   4,2.20000000,   0,   4,   5
1981,1981,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1981.00000000,1981,1981,2.00000000,   0,   4,2.20000000,   0,   4,   5
1982,1982,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1982.00000000,1982,1982,2.00000000,   0,   4,2.20000000,   0,   4,   5
1983,1983,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1983.00000000,1983,1983,2.00000000,   0,   4,2.20000000,   0,   4,   5
1984,1984,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1984.00000000,1984,1984,2.00000000,   0,   4,2.20000000,   0,   4,   5
1985,1985,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1985.00000000,1985,1985,2.00000000,   0,   4,2.20000000,   0,   4,   5
1986,1986,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1986.00000000,1986,1986,2.00000000,   0,   4,2.20000000,   0,   4,   5
1987,1987,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1987.00000000,1987,1987,2.00000000,   0,   4,2.20000000,   0,   4,   5
1988,1988,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1988.00000000,1988,1988,2.00000000,   0,   4,2.20000000,   0,   4,   5
1989,1989,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1989.00000000,1989,1989,2.00000000,   0,   4,2.20000000,   0,   4,   5
1990,1990,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1990.00000000,1990,1990,2.00000000,   0,   4,2.20000000,   0,   4,   5
1991,1991,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1991.00000000,1991,1991,2.00000000,   0,   4,2.20000000,   0,   4,   5
1992,1992,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1992.00000000,1992,1992,2.00000000,   0,   4,2.20000000,   0,   4,   5
1993,1993,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1993.00000000,1993,1993,1.20000000,   0,   3,2.20000000,   0,   4,   5
1994,1994,475.00000000, 475, 475,"NIGERIA","NIGERIA","HAUSA-FULANI","YORUBA",47504.00000000,47502,47506,6.00000000,   6,   6,1994.00000000,1994,1994,1.20000000,   0,   3,2.20000000,   0,   4,   5
