"","cnames","y","aid"
"3194","Malaysia","1989","1.5"
"3195","Maldives","1989","0"
"3196","Mongolia","1989",
"3197","Nepal","1989","0.9"
"3198","Pakistan","1989","361.3"
"3199","Philippines","1989","199.6"
"3200","Singapore","1989","0.1"
"3201","Sri Lanka","1989","0.3"
"3202","Thailand","1989","37.9"
"3203","Timor-Leste","1989",
"3204","Vietnam","1989",
"3205","Afghanistan","1990",
"3206","Bangladesh","1990","0.5"
"3207","Burma (Myanmar)","1990",
"3208","Cambodia","1990",
"3209","China (Taiwan)","1990",
"3210","India","1990","0.4"
"3211","Indonesia","1990","2.7"
"3212","Korea, South","1990","1.8"
"3213","Laos","1990",
"3214","Malaysia","1990","1.4"
"3215","Maldives","1990","0.1"
"3216","Mongolia","1990",
"3217","Nepal","1990","0.2"
"3218","Pakistan","1990","278.9"
"3219","Philippines","1990","230.5"
"3220","Singapore","1990","0.1"
"3221","Sri Lanka","1990","0.3"
"3222","Thailand","1990","8.4"
"3223","Timor-Leste","1990",
"3224","Vietnam","1990",
"3225","Afghanistan","1991",
"3226","Bangladesh","1991","29.7"
"3227","Burma (Myanmar)","1991",
"3228","Cambodia","1991",
"3229","China (Taiwan)","1991",
"3230","India","1991","0.3"
"3231","Indonesia","1991","39.2"
"3232","Korea, South","1991","1.4"
"3233","Laos","1991",
"3234","Malaysia","1991",
"3235","Maldives","1991","0.1"
"3236","Mongolia","1991",
"3237","Nepal","1991","0.3"
"3238","Pakistan","1991",
"3239","Philippines","1991","284.2"
"3240","Singapore","1991","0"
"3241","Sri Lanka","1991","0.3"
"3242","Thailand","1991","1"
"3243","Timor-Leste","1991",
"3244","Vietnam","1991",
"3245","Afghanistan","1992",
"3246","Bangladesh","1992","0.9"
"3247","Burma (Myanmar)","1992",
"3248","Cambodia","1992",
"3249","China (Taiwan)","1992",
"3250","India","1992","0.4"
"3251","Indonesia","1992","3"
"3252","Korea, South","1992","1.1"
"3253","Laos","1992",
"3254","Malaysia","1992",
"3255","Maldives","1992","0.1"
"3256","Mongolia","1992","0.2"
"3257","Nepal","1992","0.3"
"3258","Pakistan","1992","7.1"
"3259","Philippines","1992","44.4"
"3260","Singapore","1992","0"
"3261","Sri Lanka","1992","0.3"
"3262","Thailand","1992",
"3263","Timor-Leste","1992",
"3264","Vietnam","1992",
"3265","Afghanistan","1993",
"3266","Bangladesh","1993","0.6"
"3267","Burma (Myanmar)","1993",
"3268","Cambodia","1993",
"3269","China (Taiwan)","1993",
"3270","India","1993","0.5"
"3271","Indonesia","1993",
"3272","Korea, South","1993","0.4"
"3273","Laos","1993","16.4"
"3274","Malaysia","1993",
"3275","Maldives","1993","0.1"
"3276","Mongolia","1993","0.1"
"3277","Nepal","1993","0.2"
"3278","Pakistan","1993",
"3279","Philippines","1993","24.3"
"3280","Singapore","1993","0"
"3281","Sri Lanka","1993","0.5"
"3282","Thailand","1993","3.2"
"3283","Timor-Leste","1993",
"3284","Vietnam","1993",
"3285","Afghanistan","1994",
"3286","Bangladesh","1994","0.2"
"3287","Burma (Myanmar)","1994",
"3288","Cambodia","1994","1.2"
"3289","China (Taiwan)","1994",
"3290","India","1994","0.2"
"3291","Indonesia","1994",
"3292","Korea, South","1994","0"
"3293","Laos","1994",
"3294","Malaysia","1994","0.4"
"3295","Maldives","1994",
"3296","Mongolia","1994","0.1"
"3297","Nepal","1994","0.1"
"3298","Pakistan","1994",
"3299","Philippines","1994","1.2"
"3300","Singapore","1994","0"
"3301","Sri Lanka","1994","0.1"
"3302","Thailand","1994","1.2"
"3303","Timor-Leste","1994",
"3304","Vietnam","1994",
"3305","Afghanistan","1995",
"3306","Bangladesh","1995","3"
"3307","Burma (Myanmar)","1995",
"3308","Cambodia","1995","2.1"
"3309","China (Taiwan)","1995",
"3310","India","1995","0.3"
"3311","Indonesia","1995",
"3312","Korea, South","1995","0"
"3313","Laos","1995",
"3314","Malaysia","1995","0.7"
"3315","Maldives","1995","0.1"
"3316","Mongolia","1995","0.1"
"3317","Nepal","1995","0.1"
"3318","Pakistan","1995",
"3319","Philippines","1995","2.8"
"3320","Singapore","1995","0"
"3321","Sri Lanka","1995","0.1"
"3322","Thailand","1995","3.1"
"3323","Timor-Leste","1995",
"3324","Vietnam","1995",
"3325","Afghanistan","1996",
"3326","Bangladesh","1996","0.4"
"3327","Burma (Myanmar)","1996",
"3328","Cambodia","1996","3.1"
"3329","China (Taiwan)","1996",
"3330","India","1996","0.5"
"3331","Indonesia","1996","0.8"
"3332","Korea, South","1996","0"
"3333","Laos","1996","0.7"
"3334","Malaysia","1996","0.8"
"3335","Maldives","1996","0.1"
"3336","Mongolia","1996","0.1"
"3337","Nepal","1996","0.2"
"3338","Pakistan","1996",
"3339","Philippines","1996","1.6"
"3340","Singapore","1996","0"
"3341","Sri Lanka","1996","0.2"
"3342","Thailand","1996","1.9"
"3343","Timor-Leste","1996",
"3344","Vietnam","1996","3.9"
"3345","Afghanistan","1997",
"3346","Bangladesh","1997","2.7"
"3347","Burma (Myanmar)","1997",
"3348","Cambodia","1997","1.9"
"3349","China (Taiwan)","1997",
"3350","India","1997","0.5"
"3351","Indonesia","1997","0.1"
"3352","Korea, South","1997",
"3353","Laos","1997",
"3354","Malaysia","1997","0.8"
"3355","Maldives","1997","0.1"
"3356","Mongolia","1997","0.5"
"3357","Nepal","1997","0.3"
"3358","Pakistan","1997",
"3359","Philippines","1997","1.7"
"3360","Singapore","1997",
"3361","Sri Lanka","1997","0.3"
"3362","Thailand","1997","2.1"
"3363","Timor-Leste","1997",
"3364","Vietnam","1997",
"3365","Afghanistan","1998",
"3366","Bangladesh","1998","2"
"3367","Burma (Myanmar)","1998",
"3368","Cambodia","1998",
"3369","China (Taiwan)","1998",
"3370","India","1998","0.2"
"3371","Indonesia","1998","0.6"
"3372","Korea, South","1998",
"3373","Laos","1998",
"3374","Malaysia","1998","1.2"
"3375","Maldives","1998","0.1"
"3376","Mongolia","1998","0.5"
"3377","Nepal","1998","1.3"
"3378","Pakistan","1998",
"3379","Philippines","1998","1.6"
"3380","Singapore","1998",
"3381","Sri Lanka","1998","0.3"
"3382","Thailand","1998","8.1"
"3383","Timor-Leste","1998",
"3384","Vietnam","1998",
"3385","Afghanistan","1999",
"3386","Bangladesh","1999","1.5"
"3387","Burma (Myanmar)","1999",
"3388","Cambodia","1999",
"3389","China (Taiwan)","1999",
"3390","India","1999","0.3"
"3391","Indonesia","1999","0.6"
"3392","Korea, South","1999",
"3393","Laos","1999",
"3394","Malaysia","1999","0.9"
"3395","Maldives","1999","0.1"
"3396","Mongolia","1999","0.5"
"3397","Nepal","1999","0.9"
"3398","Pakistan","1999","0.2"
"3399","Philippines","1999","13.1"
"3400","Singapore","1999",
"3401","Sri Lanka","1999","6.9"
"3402","Thailand","1999","2.1"
"3403","Timor-Leste","1999","11.3"
"3404","Vietnam","1999",
"3405","Afghanistan","2000",
"3406","Bangladesh","2000","0.6"
"3407","Burma (Myanmar)","2000",
"3408","Cambodia","2000",
"3409","China (Taiwan)","2000",
"3410","India","2000","0.6"
"3411","Indonesia","2000",
"3412","Korea, South","2000",
"3413","Laos","2000",
"3414","Malaysia","2000","0.9"
"3415","Maldives","2000","0.1"
"3416","Mongolia","2000","1.1"
"3417","Nepal","2000","0.3"
"3418","Pakistan","2000",
"3419","Philippines","2000","5.9"
"3420","Singapore","2000",
"3421","Sri Lanka","2000","0.2"
"3422","Thailand","2000","5.8"
"3423","Timor-Leste","2000","10.4"
"3424","Vietnam","2000",
"3425","Afghanistan","2001",
"3426","Bangladesh","2001","0.6"
"3427","Burma (Myanmar)","2001",
"3428","Cambodia","2001",
"3429","China (Taiwan)","2001",
"3430","India","2001","0.6"
"3431","Indonesia","2001","2.2"
"3432","Korea, South","2001",
"3433","Laos","2001",
"3434","Malaysia","2001","1.3"
"3435","Maldives","2001","0.1"
"3436","Mongolia","2001","3.7"
"3437","Nepal","2001","1"
"3438","Pakistan","2001",
"3439","Philippines","2001","12.5"
"3440","Singapore","2001",
"3441","Sri Lanka","2001","0.3"
"3442","Thailand","2001","6.4"
"3443","Timor-Leste","2001","10.2"
"3444","Vietnam","2001",
"3445","Afghanistan","2002","88.3"
"3446","Bangladesh","2002","0.8"
"3447","Burma (Myanmar)","2002",
"3448","Cambodia","2002",
"3449","China (Taiwan)","2002",
"3450","India","2002","2.1"
"3451","Indonesia","2002","1.7"
"3452","Korea, South","2002",
"3453","Laos","2002",
"3454","Malaysia","2002","1"
"3455","Maldives","2002","0.1"
"3456","Mongolia","2002","3.2"
"3457","Nepal","2002","16.9"
"3458","Pakistan","2002","347.6"
"3459","Philippines","2002","66.3"
"3460","Singapore","2002",
"3461","Sri Lanka","2002","0.3"
"3462","Thailand","2002","4.3"
"3463","Timor-Leste","2002","8.4"
"3464","Vietnam","2002",
"3465","Afghanistan","2003","406.5"
"3466","Bangladesh","2003","0.9"
"3467","Burma (Myanmar)","2003",
"3468","Cambodia","2003",
"3469","China (Taiwan)","2003",
"3470","India","2003","1.2"
"3471","Indonesia","2003","0.3"
"3472","Korea, South","2003",
"3473","Laos","2003",
"3474","Malaysia","2003","1"
"3475","Maldives","2003","0.2"
"3476","Mongolia","2003","2.4"
"3477","Nepal","2003","4.2"
"3478","Pakistan","2003","304.2"
"3479","Philippines","2003","62.3"
"3480","Singapore","2003",
"3481","Sri Lanka","2003","4.2"
"3482","Thailand","2003","4.3"
"3483","Timor-Leste","2003","6.2"
"3484","Vietnam","2003",
"3485","Afghanistan","2004","542.7"
"3486","Bangladesh","2004","1.5"
"3487","Burma (Myanmar)","2004",
"3488","Cambodia","2004",
"3489","China (Taiwan)","2004",
"3490","India","2004","1.5"
"3491","Indonesia","2004","0.7"
"3492","Korea, South","2004",
"3493","Laos","2004",
"3494","Malaysia","2004","1.1"
"3495","Maldives","2004","0.2"
"3496","Mongolia","2004","4.3"
"3497","Nepal","2004","5.1"
"3498","Pakistan","2004","95.6"
"3499","Philippines","2004","59"
"3500","Singapore","2004",
"3501","Sri Lanka","2004","3.4"
"3502","Thailand","2004","5"
"3503","Timor-Leste","2004","4.1"
"3504","Vietnam","2004",
"3505","Afghanistan","2005","531.3"
"3506","Bangladesh","2005","5.6"
"3507","Burma (Myanmar)","2005","4.2"
"3508","Cambodia","2005","1.1"
"3509","China (Taiwan)","2005",
"3510","India","2005","9.1"
"3511","Indonesia","2005","8.2"
"3512","Korea, South","2005",
"3513","Laos","2005",
"3514","Malaysia","2005","8.6"
"3515","Maldives","2005","3.5"
"3516","Mongolia","2005","3.9"
"3517","Nepal","2005","1.8"
"3518","Pakistan","2005","341.4"
"3519","Philippines","2005","40.2"
"3520","Singapore","2005",
"3521","Sri Lanka","2005","8.5"
"3522","Thailand","2005","10.2"
"3523","Timor-Leste","2005","2.8"
"3524","Vietnam","2005","0.1"
"3525","Afghanistan","2006","1900.30"
"3526","Bangladesh","2006","2"
"3527","Burma (Myanmar)","2006",
"3528","Cambodia","2006","1.1"
"3529","China (Taiwan)","2006",
"3530","India","2006","1.3"
"3531","Indonesia","2006","3.6"
"3532","Korea, South","2006",
"3533","Laos","2006",
"3534","Malaysia","2006","0.9"
"3535","Maldives","2006","0.2"
"3536","Mongolia","2006","4"
"3537","Nepal","2006","0.7"
"3538","Pakistan","2006","324.7"
"3539","Philippines","2006","34.3"
"3540","Singapore","2006",
"3541","Sri Lanka","2006","1.6"
"3542","Thailand","2006","4"
"3543","Timor-Leste","2006","1.2"
"3544","Vietnam","2006","0.1"
"3545","Afghanistan","2007","3728.90"
"3546","Bangladesh","2007","2"
"3547","Burma (Myanmar)","2007",
"3548","Cambodia","2007","1.1"
"3549","China (Taiwan)","2007",
"3550","India","2007","1.5"
"3551","Indonesia","2007","9"
"3552","Korea, South","2007",
"3553","Laos","2007","0"
"3554","Malaysia","2007","1.3"
"3555","Maldives","2007","0.2"
"3556","Mongolia","2007","5"
"3557","Nepal","2007","0.8"
"3558","Pakistan","2007","319.4"
"3559","Philippines","2007","43.9"
"3560","Singapore","2007",
"3561","Sri Lanka","2007","1.5"
"3562","Thailand","2007",
"3563","Timor-Leste","2007","0.7"
"3564","Vietnam","2007","0.3"
"3565","Afghanistan","2008","6011.60"
"3566","Bangladesh","2008","1.4"
"3567","Burma (Myanmar)","2008",
"3568","Cambodia","2008","0.7"
"3569","China (Taiwan)","2008",
"3570","India","2008","1.3"
"3571","Indonesia","2008","13.9"
"3572","Korea, South","2008",
"3573","Laos","2008","0.1"
"3574","Malaysia","2008","0.8"
"3575","Maldives","2008","0.2"
"3576","Mongolia","2008","1.9"
"3577","Nepal","2008","0.9"
"3578","Pakistan","2008","358.1"
"3579","Philippines","2008","29.3"
"3580","Singapore","2008",
"3581","Sri Lanka","2008","0.6"
"3582","Thailand","2008","2"
"3583","Timor-Leste","2008","0.1"
"3584","Vietnam","2008","0.2"
"3585","Australia","1979",
"3586","Fiji","1979",
"3587","Papua New Guinea","1979","0"
"3588","Samoa","1979",
"3589","Solomon Islands","1979",
"3590","Tonga","1979",
"3591","Vanuatu","1979",
"3592","Oceania (not specified)","1979",
"3593","Eurasia (Total)","1979",
"3594","Armenia","1979",
"3595","Azerbaijan","1979",
"3596","Belarus","1979",
"3597","Georgia","1979",
"3598","Kazakhstan","1979",
"3599","Kyrgyzstan","1979",
"3600","Moldova","1979",
"3601","Russia","1979",
"3602","Tajikistan","1979",
"3603","Turkmenistan","1979",
"3604","Ukraine","1979",
"3605","Uzbekistan","1979",
"3606","Eurasia (not specified)","1979",
"3607","Eastern Europe (Total)","1979",
"3608","Albania","1979",
"3609","Bosnia & Herzegovina","1979",
"3610","Bulgaria","1979",
"3611","Croatia","1979",
"3612","Czech Republic","1979",
"3613","Estonia","1979",
"3614","Hungary","1979",
"3615","Kosovo","1979",
"3616","Latvia","1979",
"3617","Lithuania","1979",
"3618","Macedonia, Former Yugoslav Republic","1979",
"3619","Montenegro","1979",
"3620","Poland","1979",
"3621","Romania","1979",
"3622","Serbia","1979",
"3623","Serbia and Montenegro, Former","1979",
"3624","Slovakia","1979",
"3625","Slovenia","1979",
"3626","Eastern Europe (not specified)","1979",
"3627","[Czechoslovakia, former]","1979",
"3628","Australia","1980",
"3629","Fiji","1980",
"3630","Papua New Guinea","1980","0"
"3631","Samoa","1980",
"3632","Solomon Islands","1980",
"3633","Tonga","1980",
"3634","Vanuatu","1980",
"3635","Oceania (not specified)","1980",
"3636","Eurasia (Total)","1980",
"3637","Armenia","1980",
"3638","Azerbaijan","1980",
"3639","Belarus","1980",
"3640","Georgia","1980",
"3641","Kazakhstan","1980",
"3642","Kyrgyzstan","1980",
"3643","Moldova","1980",
"3644","Russia","1980",
"3645","Tajikistan","1980",
"3646","Turkmenistan","1980",
"3647","Ukraine","1980",
"3648","Uzbekistan","1980",
"3649","Eurasia (not specified)","1980",
"3650","Eastern Europe (Total)","1980","0.1"
"3651","Albania","1980",
"3652","Bosnia & Herzegovina","1980",
"3653","Bulgaria","1980",
"3654","Croatia","1980",
"3655","Czech Republic","1980",
"3656","Estonia","1980",
"3657","Hungary","1980",
"3658","Kosovo","1980",
"3659","Latvia","1980",
"3660","Lithuania","1980",
"3661","Macedonia, Former Yugoslav Republic","1980",
"3662","Montenegro","1980",
"3663","Poland","1980",
"3664","Romania","1980",
"3665","Serbia","1980",
"3666","Serbia and Montenegro, Former","1980","0.1"
"3667","Slovakia","1980",
"3668","Slovenia","1980",
"3669","Eastern Europe (not specified)","1980",
"3670","[Czechoslovakia, former]","1980",
"3671","Australia","1981",
"3672","Fiji","1981",
"3673","Papua New Guinea","1981","0"
"3674","Samoa","1981",
"3675","Solomon Islands","1981",
"3676","Tonga","1981",
"3677","Vanuatu","1981",
"3678","Oceania (not specified)","1981",
"3679","Eurasia (Total)","1981",
"3680","Armenia","1981",
"3681","Azerbaijan","1981",
"3682","Belarus","1981",
"3683","Georgia","1981",
"3684","Kazakhstan","1981",
"3685","Kyrgyzstan","1981",
"3686","Moldova","1981",
"3687","Russia","1981",
"3688","Tajikistan","1981",
"3689","Turkmenistan","1981",
"3690","Ukraine","1981",
"3691","Uzbekistan","1981",
"3692","Eurasia (not specified)","1981",
"3693","Eastern Europe (Total)","1981","0.1"
"3694","Albania","1981",
"3695","Bosnia & Herzegovina","1981",
"3696","Bulgaria","1981",
"3697","Croatia","1981",
"3698","Czech Republic","1981",
"3699","Estonia","1981",
"3700","Hungary","1981",
"3701","Kosovo","1981",
"3702","Latvia","1981",
"3703","Lithuania","1981",
"3704","Macedonia, Former Yugoslav Republic","1981",
"3705","Montenegro","1981",
"3706","Poland","1981",
"3707","Romania","1981",
"3708","Serbia","1981",
"3709","Serbia and Montenegro, Former","1981","0.1"
"3710","Slovakia","1981",
"3711","Slovenia","1981",
"3712","Eastern Europe (not specified)","1981",
"3713","[Czechoslovakia, former]","1981",
"3714","Australia","1982",
"3715","Fiji","1982",
"3716","Papua New Guinea","1982","0"
"3717","Samoa","1982",
"3718","Solomon Islands","1982",
"3719","Tonga","1982",
"3720","Vanuatu","1982",
"3721","Oceania (not specified)","1982",
"3722","Eurasia (Total)","1982",
"3723","Armenia","1982",
"3724","Azerbaijan","1982",
"3725","Belarus","1982",
"3726","Georgia","1982",
"3727","Kazakhstan","1982",
"3728","Kyrgyzstan","1982",
"3729","Moldova","1982",
"3730","Russia","1982",
"3731","Tajikistan","1982",
"3732","Turkmenistan","1982",
"3733","Ukraine","1982",
"3734","Uzbekistan","1982",
"3735","Eurasia (not specified)","1982",
"3736","Eastern Europe (Total)","1982","0.3"
"3737","Albania","1982",
"3738","Bosnia & Herzegovina","1982",
"3739","Bulgaria","1982",
"3740","Croatia","1982",
"3741","Czech Republic","1982",
"3742","Estonia","1982",
"3743","Hungary","1982",
"3744","Kosovo","1982",
"3745","Latvia","1982",
"3746","Lithuania","1982",
"3747","Macedonia, Former Yugoslav Republic","1982",
"3748","Montenegro","1982",
"3749","Poland","1982",
"3750","Romania","1982",
"3751","Serbia","1982",
"3752","Serbia and Montenegro, Former","1982","0.3"
"3753","Slovakia","1982",
"3754","Slovenia","1982",
"3755","Eastern Europe (not specified)","1982",
"3756","[Czechoslovakia, former]","1982",
"3757","Australia","1983",
"3758","Fiji","1983",
"3759","Papua New Guinea","1983","0"
"3760","Samoa","1983",
"3761","Solomon Islands","1983",
"3762","Tonga","1983",
"3763","Vanuatu","1983",
"3764","Oceania (not specified)","1983","0.1"
"3765","Eurasia (Total)","1983",
"3766","Armenia","1983",
"3767","Azerbaijan","1983",
"3768","Belarus","1983",
"3769","Georgia","1983",
"3770","Kazakhstan","1983",
"3771","Kyrgyzstan","1983",
"3772","Moldova","1983",
"3773","Russia","1983",
"3774","Tajikistan","1983",
"3775","Turkmenistan","1983",
"3776","Ukraine","1983",
"3777","Uzbekistan","1983",
"3778","Eurasia (not specified)","1983",
"3779","Eastern Europe (Total)","1983","0.2"
"3780","Albania","1983",
"3781","Bosnia & Herzegovina","1983",
"3782","Bulgaria","1983",
"3783","Croatia","1983",
"3784","Czech Republic","1983",
"3785","Estonia","1983",
"3786","Hungary","1983",
"3787","Kosovo","1983",
"3788","Latvia","1983",
"3789","Lithuania","1983",
"3790","Macedonia, Former Yugoslav Republic","1983",
"3791","Montenegro","1983",
"3792","Poland","1983",
"3793","Romania","1983",
"3794","Serbia","1983",
"3795","Serbia and Montenegro, Former","1983","0.2"
"3796","Slovakia","1983",
"3797","Slovenia","1983",
"3798","Eastern Europe (not specified)","1983",
"3799","[Czechoslovakia, former]","1983",
"3800","Australia","1984",
"3801","Fiji","1984",
"3802","Papua New Guinea","1984","0.1"
"3803","Samoa","1984",
"3804","Solomon Islands","1984",
"3805","Tonga","1984",
"3806","Vanuatu","1984",
"3807","Oceania (not specified)","1984","0.3"
"3808","Eurasia (Total)","1984",
"3809","Armenia","1984",
"3810","Azerbaijan","1984",
"3811","Belarus","1984",
"3812","Georgia","1984",
"3813","Kazakhstan","1984",
"3814","Kyrgyzstan","1984",
"3815","Moldova","1984",
"3816","Russia","1984",
"3817","Tajikistan","1984",
"3818","Turkmenistan","1984",
"3819","Ukraine","1984",
"3820","Uzbekistan","1984",
"3821","Eurasia (not specified)","1984",
"3822","Eastern Europe (Total)","1984","0.1"
"3823","Albania","1984",
"3824","Bosnia & Herzegovina","1984",
"3825","Bulgaria","1984",
"3826","Croatia","1984",
"3827","Czech Republic","1984",
"3828","Estonia","1984",
"3829","Hungary","1984",
"3830","Kosovo","1984",
"3831","Latvia","1984",
"3832","Lithuania","1984",
"3833","Macedonia, Former Yugoslav Republic","1984",
"3834","Montenegro","1984",
"3835","Poland","1984",
"3836","Romania","1984",
"3837","Serbia","1984",
"3838","Serbia and Montenegro, Former","1984","0.1"
"3839","Slovakia","1984",
"3840","Slovenia","1984",
"3841","Eastern Europe (not specified)","1984",
"3842","[Czechoslovakia, former]","1984",
"3843","Australia","1985",
"3844","Fiji","1985",
"3845","Papua New Guinea","1985","0.1"
"3846","Samoa","1985",
"3847","Solomon Islands","1985",
"3848","Tonga","1985",
"3849","Vanuatu","1985",
"3850","Oceania (not specified)","1985","0.8"
"3851","Eurasia (Total)","1985",
"3852","Armenia","1985",
"3853","Azerbaijan","1985",
"3854","Belarus","1985",
"3855","Georgia","1985",
"3856","Kazakhstan","1985",
"3857","Kyrgyzstan","1985",
"3858","Moldova","1985",
"3859","Russia","1985",
"3860","Tajikistan","1985",
"3861","Turkmenistan","1985",
"3862","Ukraine","1985",
"3863","Uzbekistan","1985",
"3864","Eurasia (not specified)","1985",
"3865","Eastern Europe (Total)","1985","0.2"
"3866","Albania","1985",
"3867","Bosnia & Herzegovina","1985",
"3868","Bulgaria","1985",
"3869","Croatia","1985",
"3870","Czech Republic","1985",
"3871","Estonia","1985",
"3872","Hungary","1985",
"3873","Kosovo","1985",
"3874","Latvia","1985",
"3875","Lithuania","1985",
"3876","Macedonia, Former Yugoslav Republic","1985",
"3877","Montenegro","1985",
"3878","Poland","1985",
"3879","Romania","1985",
"3880","Serbia","1985",
"3881","Serbia and Montenegro, Former","1985","0.2"
"3882","Slovakia","1985",
"3883","Slovenia","1985",
"3884","Eastern Europe (not specified)","1985",
"3885","[Czechoslovakia, former]","1985",
"3886","Australia","1986",
"3887","Fiji","1986",
"3888","Papua New Guinea","1986","0.1"
"3889","Samoa","1986",
"3890","Solomon Islands","1986",
"3891","Tonga","1986",
"3892","Vanuatu","1986",
"3893","Oceania (not specified)","1986","0.7"
"3894","Eurasia (Total)","1986",
"3895","Armenia","1986",
"3896","Azerbaijan","1986",
"3897","Belarus","1986",
"3898","Georgia","1986",
"3899","Kazakhstan","1986",
"3900","Kyrgyzstan","1986",
"3901","Moldova","1986",
"3902","Russia","1986",
"3903","Tajikistan","1986",
"3904","Turkmenistan","1986",
"3905","Ukraine","1986",
"3906","Uzbekistan","1986",
"3907","Eurasia (not specified)","1986",
"3908","Eastern Europe (Total)","1986","0.1"
"3909","Albania","1986",
"3910","Bosnia & Herzegovina","1986",
"3911","Bulgaria","1986",
"3912","Croatia","1986",
"3913","Czech Republic","1986",
"3914","Estonia","1986",
"3915","Hungary","1986",
"3916","Kosovo","1986",
"3917","Latvia","1986",
"3918","Lithuania","1986",
"3919","Macedonia, Former Yugoslav Republic","1986",
"3920","Montenegro","1986",
"3921","Poland","1986",
"3922","Romania","1986",
"3923","Serbia","1986",
"3924","Serbia and Montenegro, Former","1986","0.1"
"3925","Slovakia","1986",
"3926","Slovenia","1986",
"3927","Eastern Europe (not specified)","1986",
"3928","[Czechoslovakia, former]","1986",
"3929","Australia","1987",
"3930","Fiji","1987",
"3931","Papua New Guinea","1987","0.1"
"3932","Samoa","1987",
"3933","Solomon Islands","1987",
"3934","Tonga","1987",
"3935","Vanuatu","1987",
"3936","Oceania (not specified)","1987","0.3"
"3937","Eurasia (Total)","1987",
"3938","Armenia","1987",
"3939","Azerbaijan","1987",
"3940","Belarus","1987",
"3941","Georgia","1987",
"3942","Kazakhstan","1987",
"3943","Kyrgyzstan","1987",
"3944","Moldova","1987",
"3945","Russia","1987",
"3946","Tajikistan","1987",
"3947","Turkmenistan","1987",
"3948","Ukraine","1987",
"3949","Uzbekistan","1987",
"3950","Eurasia (not specified)","1987",
"3951","Eastern Europe (Total)","1987","0.1"
"3952","Albania","1987",
"3953","Bosnia & Herzegovina","1987",
"3954","Bulgaria","1987",
"3955","Croatia","1987",
"3956","Czech Republic","1987",
"3957","Estonia","1987",
"3958","Hungary","1987",
"3959","Kosovo","1987",
"3960","Latvia","1987",
"3961","Lithuania","1987",
"3962","Macedonia, Former Yugoslav Republic","1987",
"3963","Montenegro","1987",
"3964","Poland","1987",
"3965","Romania","1987",
"3966","Serbia","1987",
"3967","Serbia and Montenegro, Former","1987","0.1"
"3968","Slovakia","1987",
"3969","Slovenia","1987",
"3970","Eastern Europe (not specified)","1987",
"3971","[Czechoslovakia, former]","1987",
"3972","Australia","1988",
"3973","Fiji","1988",
"3974","Papua New Guinea","1988","0.1"
"3975","Samoa","1988",
"3976","Solomon Islands","1988",
"3977","Tonga","1988",
"3978","Vanuatu","1988",
"3979","Oceania (not specified)","1988","0.1"
"3980","Eurasia (Total)","1988",
"3981","Armenia","1988",
"3982","Azerbaijan","1988",
"3983","Belarus","1988",
"3984","Georgia","1988",
"3985","Kazakhstan","1988",
"3986","Kyrgyzstan","1988",
"3987","Moldova","1988",
"3988","Russia","1988",
"3989","Tajikistan","1988",
"3990","Turkmenistan","1988",
"3991","Ukraine","1988",
"3992","Uzbekistan","1988",
"3993","Eurasia (not specified)","1988",
"3994","Eastern Europe (Total)","1988","0.1"
"3995","Albania","1988",
"3996","Bosnia & Herzegovina","1988",
"3997","Bulgaria","1988",
"3998","Croatia","1988",
"3999","Czech Republic","1988",
"4000","Estonia","1988",
"4001","Hungary","1988",
"4002","Kosovo","1988",
"4003","Latvia","1988",
"4004","Lithuania","1988",
"4005","Macedonia, Former Yugoslav Republic","1988",
"4006","Montenegro","1988",
"4007","Poland","1988",
"4008","Romania","1988",
"4009","Serbia","1988",
"4010","Serbia and Montenegro, Former","1988","0.1"
"4011","Slovakia","1988",
"4012","Slovenia","1988",
"4013","Eastern Europe (not specified)","1988",
"4014","[Czechoslovakia, former]","1988",
"4015","Australia","1989",
"4016","Fiji","1989",
"4017","Papua New Guinea","1989","0.1"
"4018","Samoa","1989",
"4019","Solomon Islands","1989",
"4020","Tonga","1989",
"4021","Vanuatu","1989",
"4022","Oceania (not specified)","1989","0.2"
"4023","Eurasia (Total)","1989",
"4024","Armenia","1989",
"4025","Azerbaijan","1989",
"4026","Belarus","1989",
"4027","Georgia","1989",
"4028","Kazakhstan","1989",
"4029","Kyrgyzstan","1989",
"4030","Moldova","1989",
"4031","Russia","1989",
"4032","Tajikistan","1989",
"4033","Turkmenistan","1989",
"4034","Ukraine","1989",
"4035","Uzbekistan","1989",
"4036","Eurasia (not specified)","1989",
"4037","Eastern Europe (Total)","1989","0.2"
"4038","Albania","1989",
"4039","Bosnia & Herzegovina","1989",
"4040","Bulgaria","1989",
"4041","Croatia","1989",
"4042","Czech Republic","1989",
"4043","Estonia","1989",
"4044","Hungary","1989",
"4045","Kosovo","1989",
"4046","Latvia","1989",
"4047","Lithuania","1989",
"4048","Macedonia, Former Yugoslav Republic","1989",
"4049","Montenegro","1989",
"4050","Poland","1989",
"4051","Romania","1989",
"4052","Serbia","1989",
"4053","Serbia and Montenegro, Former","1989","0.2"
"4054","Slovakia","1989",
"4055","Slovenia","1989",
"4056","Eastern Europe (not specified)","1989",
"4057","[Czechoslovakia, former]","1989",
"4058","Australia","1990",
"4059","Fiji","1990",
"4060","Papua New Guinea","1990","0.1"
"4061","Samoa","1990",
"4062","Solomon Islands","1990","0.1"
"4063","Tonga","1990","0.1"
"4064","Vanuatu","1990",
